Record_ID,Car_Model,Model_Year,Mileage_KM,Fault_Category,Fault_Type,Severity,Parts_Required,Parts_Availability,Garage_Type,Mechanic_Expertise,Location,Day_of_Week,Time_of_Day,Actual_Repair_Hours
552,Suzuki Alto,2019,68046,Suspension,Ball Joint Wear,Moderate,Ball Joints Both,In Stock,Authorized,3,Thalalla,Wednesday,Afternoon,4.5
553,Suzuki Alto,2015,138773,Suspension,Rear Springs,Moderate,Rear Springs,Order Required,Local,9,Kolonnawa,Wednesday,Morning,6.5
554,Suzuki Alto,2012,150479,Suspension,Shock Absorber Noise,Moderate,Front Shocks,In Stock,Local,11,Devinuwara,Saturday,Afternoon,4.0
555,Suzuki Alto,2014,145339,Engine,Crankshaft Sensor Issue,Moderate,Crankshaft Sensor,In Stock,Authorized,5,Pitabeddara,Friday,Evening,5.0
556,Suzuki Alto,2018,93789,Body,Door Lock Issue,Minor,Door Lock Mechanism,In Stock,Local,6,Akuressa,Thursday,Afternoon,2.5
557,Suzuki Alto,2020,73356,Engine,Overheating (Radiator+Water Pump),Major,Radiator+Water Pump,In Stock,Local,4,Kolonnawa,Monday,Evening,10.0
558,Suzuki Alto,2015,137851,Brake,Brake Booster Failure,Major,Brake Booster,In Stock,Authorized,4,Pallimulla,Wednesday,Afternoon,12.5
559,Suzuki Alto,2014,137046,Engine,Oil Leak (Valve Cover),Moderate,Valve Cover Gasket,In Stock,Authorized,7,Padukka,Monday,Morning,4.0
560,Suzuki Alto,2018,88859,Engine,Coolant Leak,Moderate,Radiator Hose,In Stock,Local,1,Dikwella,Tuesday,Evening,4.0
561,Suzuki Alto,2016,103440,Engine,Oil Pump Failure,Major,Oil Pump,Order Required,Authorized,11,Slave Island,Thursday,Afternoon,13.5
562,Suzuki Alto,2016,121431,Suspension,Ball Joint Wear,Moderate,Ball Joints Both,In Stock,Local,12,Dondra,Wednesday,Evening,5.5
563,Suzuki Alto,2018,85412,Engine,Engine Mount Worn,Moderate,Engine Mount Set,Order Required,Authorized,10,Malimbada,Wednesday,Evening,10.5
564,Suzuki Alto,2013,140171,Engine,Piston Ring Wear,Major,Piston Rings+Honing,Order Required,Local,16,Kolonnawa,Friday,Afternoon,17.5
565,Suzuki Alto,2018,78632,Suspension,Ball Joint Wear,Moderate,Ball Joints Both,In Stock,Local,5,Grandpass,Monday,Morning,2.5
566,Suzuki Alto,2015,136975,Brake,Brake Disc Warped,Moderate,Front Brake Discs,Order Required,Local,12,Devinuwara,Thursday,Evening,4.0
567,Suzuki Alto,2013,156558,Electrical,Central Locking Fault,Minor,Central Lock Actuator,In Stock,Authorized,24,Kirulapone,Tuesday,Afternoon,1.5
568,Suzuki Alto,2020,79633,Engine,Overheating (Radiator+Water Pump),Major,Radiator+Water Pump,In Stock,Authorized,6,Akuressa,Tuesday,Evening,13.0
569,Suzuki Alto,2014,151111,Engine,Oil Pump Failure,Major,Oil Pump,Order Required,Authorized,23,Dikwella,Friday,Evening,10.5
570,Suzuki Alto,2016,102139,Body,Rust Treatment,Minor,Paint+Protection,In Stock,Local,10,Hakmana,Thursday,Evening,4.0
571,Suzuki Alto,2011,168798,AC,AC Not Cooling,Moderate,Compressor,Order Required,Authorized,2,Kirulapone,Saturday,Evening,7.0
572,Suzuki Alto,2016,118515,Transmission,Hard Gear Shifting,Moderate,Clutch Plate,In Stock,Local,8,Seethawaka,Saturday,Afternoon,8.0
573,Suzuki Alto,2021,48414,Suspension,Rear Springs,Moderate,Rear Springs,In Stock,Authorized,9,Dikwella,Tuesday,Morning,5.5
574,Suzuki Alto,2013,142434,Brake,Brake Booster Failure,Major,Brake Booster,In Stock,Authorized,23,Grandpass,Saturday,Morning,5.0
575,Suzuki Alto,2017,108251,AC,AC Filter,Minor,Cabin Filter,In Stock,Local,4,Ratmalana,Wednesday,Afternoon,0.5
576,Suzuki Alto,2020,59875,Electrical,Alternator Belt,Minor,Alternator Belt,In Stock,Local,3,Athuraliya,Wednesday,Afternoon,1.7
577,Suzuki Alto,2016,114848,Transmission,Gear Selector Cable,Minor,Selector Cable,In Stock,Local,10,Nawimana,Wednesday,Evening,2.0
578,Suzuki Alto,2016,105895,Suspension,Strut Mount,Moderate,Strut Mounting,Order Required,Authorized,13,Kolonnawa,Saturday,Evening,5.5
579,Suzuki Alto,2018,98895,Transmission,Transmission Mount,Minor,Transmission Mount,Order Required,Local,8,Meddawatta,Thursday,Afternoon,3.0
580,Suzuki Alto,2017,98399,Engine,Overheating (Radiator+Water Pump),Major,Radiator+Water Pump,Order Required,Authorized,10,Hakmana,Monday,Morning,21.0
581,Suzuki Alto,2015,119940,AC,AC Gas Refill,Minor,Refrigerant Gas,In Stock,Authorized,5,Kamburupitiya,Tuesday,Evening,1.4
582,Suzuki Alto,2016,122925,Suspension,Shock Absorber Noise,Moderate,Front Shocks,In Stock,Authorized,19,Kirulapone,Tuesday,Evening,4.5
583,Suzuki Alto,2018,76532,Brake,Brake Noise,Minor,Brake Pad Shims,In Stock,Local,15,Grandpass,Saturday,Afternoon,1.5
584,Suzuki Alto,2017,93828,Transmission,Gear Selector Cable,Minor,Selector Cable,Order Required,Local,3,Kaduwela,Friday,Morning,9.5
585,Suzuki Alto,2016,106122,Engine,Throttle Body Cleaning,Minor,Cleaning Service,In Stock,Local,14,Bambalapitiya,Friday,Afternoon,2.5
586,Suzuki Alto,2019,79845,Suspension,Shock Absorber Noise,Moderate,Front Shocks,In Stock,Local,7,Kamburupitiya,Friday,Afternoon,3.0
587,Suzuki Alto,2020,67663,Transmission,Transmission Mount,Minor,Transmission Mount,In Stock,Authorized,13,Seethawaka,Friday,Morning,2.0
588,Suzuki Alto,2011,172104,AC,AC Filter,Minor,Cabin Filter,In Stock,Local,3,Paburana,Wednesday,Evening,1.0
589,Suzuki Alto,2014,128024,Transmission,Clutch Slipping,Major,Clutch Kit Complete,Order Required,Authorized,22,Dehiwala,Wednesday,Evening,13.0
590,Suzuki Alto,2019,81079,Engine,Overheating (Radiator+Water Pump),Major,Radiator+Water Pump,Order Required,Authorized,7,Kaduwela,Monday,Morning,8.5
591,Suzuki Alto,2020,52874,Suspension,Stabilizer Link Noise,Minor,Stabilizer Links,Order Required,Authorized,17,Walgama,Wednesday,Afternoon,5.0
592,Suzuki Alto,2017,93043,Brake,Brake Fluid Leak,Moderate,Brake Lines,Order Required,Authorized,13,Dehiwala,Saturday,Evening,5.0
593,Suzuki Alto,2021,63238,Engine,Water Pump Leak,Major,Water Pump,In Stock,Local,11,Weligama,Wednesday,Morning,16.5
594,Suzuki Alto,2013,155455,Engine,Oil Leak (Valve Cover),Moderate,Valve Cover Gasket,In Stock,Authorized,23,Matara,Friday,Afternoon,1.8
595,Suzuki Alto,2017,100242,Suspension,Rear Springs,Moderate,Rear Springs,Order Required,Authorized,6,Ratmalana,Wednesday,Afternoon,9.5
596,Suzuki Alto,2016,121537,Engine,Misfiring,Moderate,Spark Plugs+Ignition Coil,In Stock,Authorized,3,Meddawatta,Wednesday,Evening,7.5
597,Suzuki Alto,2017,109993,Suspension,Rear Springs,Moderate,Rear Springs,In Stock,Local,17,Kesbewa,Saturday,Morning,5.0
598,Suzuki Alto,2021,63471,Engine,Throttle Body Cleaning,Minor,Cleaning Service,In Stock,Authorized,2,Kirinda Puhulwella,Thursday,Evening,0.4
599,Suzuki Alto,2018,88038,AC,AC Not Cooling,Moderate,Compressor,Order Required,Local,20,Matara,Wednesday,Morning,8.5
600,Suzuki Alto,2016,121446,Electrical,Headlight Not Working,Minor,Headlight Bulb,In Stock,Local,5,Borella,Friday,Evening,0.7
601,Suzuki Alto,2015,137629,Brake,Brake Noise,Minor,Brake Pad Shims,In Stock,Local,6,Pasgoda,Saturday,Morning,1.1
602,Suzuki Alto,2011,161523,Engine,Overheating (Radiator+Thermostat),Major,Radiator+Thermostat,Order Required,Local,10,Akuressa,Monday,Morning,6.5
603,Suzuki Alto,2016,125580,Electrical,Central Locking Fault,Minor,Central Lock Actuator,In Stock,Local,6,Mulatiyana,Monday,Morning,1.7
604,Suzuki Alto,2015,138840,Engine,Overheating (Radiator+Water Pump),Major,Radiator+Water Pump,In Stock,Local,8,Seethawaka,Thursday,Morning,7.5
605,Suzuki Alto,2012,170027,Transmission,Hard Gear Shifting,Moderate,Clutch Plate,Order Required,Local,24,Malimbada,Saturday,Morning,12.5
606,Suzuki Alto,2016,119699,AC,AC Pressure Switch,Minor,Pressure Switch,Order Required,Authorized,5,Thihagoda,Monday,Morning,4.0
607,Suzuki Alto,2012,167794,Engine,Oil Leak (Gasket),Minor,Gasket Set,In Stock,Local,21,Kollupitiya,Monday,Afternoon,2.5
608,Suzuki Alto,2017,95369,Body,Side Mirror Broken,Minor,Side Mirror,In Stock,Authorized,5,Borella,Friday,Morning,2.0
609,Suzuki Alto,2020,61094,Body,Door Lock Issue,Minor,Door Lock Mechanism,In Stock,Local,8,Maradana,Friday,Evening,3.5
610,Suzuki Alto,2019,85865,AC,AC Not Cooling,Moderate,Compressor,In Stock,Authorized,2,Dondra,Saturday,Evening,7.0
611,Suzuki Alto,2013,137232,Engine,Timing Belt Failure,Major,Timing Belt Kit,In Stock,Local,21,Devinuwara,Friday,Afternoon,6.0
612,Suzuki Alto,2014,130967,Engine,Spark Plug Change,Minor,Spark Plugs,Order Required,Local,11,Malimbada,Monday,Evening,2.0
613,Suzuki Alto,2019,78776,Engine,Crankshaft Sensor Issue,Moderate,Crankshaft Sensor,In Stock,Local,9,Matara,Tuesday,Evening,3.5
614,Suzuki Alto,2014,148361,Engine,High Fuel Consumption,Moderate,Fuel Injectors+Filter,In Stock,Authorized,24,Thihagoda,Thursday,Evening,5.5
615,Suzuki Alto,2016,102477,Brake,Brake Disc Warped,Moderate,Front Brake Discs,Order Required,Local,2,Hiththetiya,Monday,Evening,8.5
616,Suzuki Alto,2015,136688,Transmission,Transmission Mount,Minor,Transmission Mount,Order Required,Local,6,Havelock Town,Tuesday,Afternoon,1.9
617,Suzuki Alto,2015,134959,Suspension,Rear Springs,Moderate,Rear Springs,Order Required,Local,3,Seethawaka,Friday,Morning,7.5
618,Suzuki Alto,2019,87841,Brake,Brake Fluid Leak,Moderate,Brake Lines,Order Required,Local,12,Meddawatta,Wednesday,Afternoon,6.5
619,Suzuki Alto,2018,80329,Suspension,Shock Absorber Noise,Moderate,Front Shocks,In Stock,Local,10,Dondra,Saturday,Evening,3.5
620,Suzuki Alto,2021,44283,Suspension,Tie Rod End,Moderate,Tie Rod Ends+Alignment,In Stock,Local,4,Malimbada,Wednesday,Morning,3.5
621,Suzuki Alto,2017,114079,AC,AC Resistor,Minor,Blower Resistor,In Stock,Authorized,13,Mulatiyana,Thursday,Morning,2.5
622,Suzuki Alto,2017,107386,Engine,High Fuel Consumption,Moderate,Fuel Injectors+Filter,Order Required,Local,5,Kirulapone,Thursday,Afternoon,8.5
623,Suzuki Alto,2019,85794,Engine,Throttle Body Cleaning,Minor,Cleaning Service,In Stock,Authorized,10,Bambalapitiya,Tuesday,Afternoon,0.4
624,Suzuki Alto,2021,67897,Body,Side Mirror Broken,Minor,Side Mirror,Order Required,Local,25,Dikwella,Friday,Afternoon,1.6
625,Suzuki Alto,2014,125183,AC,AC Belt,Minor,AC Belt,In Stock,Local,13,Padukka,Wednesday,Morning,1.6
626,Suzuki Alto,2020,60119,Electrical,Horn Not Working,Minor,Horn Relay,In Stock,Local,12,Athuraliya,Saturday,Evening,1.0
627,Suzuki Alto,2019,79310,AC,AC Filter,Minor,Cabin Filter,In Stock,Authorized,9,Paburana,Tuesday,Afternoon,0.7
628,Suzuki Alto,2015,115494,Body,Tail Light Not Working,Minor,Tail Light Assembly,In Stock,Local,16,Paburana,Saturday,Evening,0.0
629,Suzuki Alto,2016,123011,Transmission,Gearbox Oil Leak,Moderate,Oil Seal,In Stock,Local,6,Dondra,Wednesday,Afternoon,4.0
630,Suzuki Alto,2015,130432,Electrical,Complete Alternator Failure,Major,Alternator Complete,In Stock,Local,9,Nupe,Saturday,Morning,6.5
631,Suzuki Alto,2015,139373,Brake,Brake Noise,Minor,Brake Pad Shims,In Stock,Local,13,Maradana,Thursday,Evening,1.5
632,Suzuki Alto,2016,109731,Body,Rust Treatment,Minor,Paint+Protection,In Stock,Local,5,Kirinda Puhulwella,Saturday,Evening,7.0
633,Suzuki Alto,2015,129447,Electrical,Wiper Motor Failure,Minor,Wiper Motor,In Stock,Authorized,5,Padukka,Monday,Afternoon,2.5
634,Suzuki Alto,2016,116685,Suspension,Rear Springs,Moderate,Rear Springs,In Stock,Local,11,Gandara,Saturday,Afternoon,5.0
635,Suzuki Alto,2017,91166,Engine,Overheating (Radiator+Thermostat),Major,Radiator+Thermostat,In Stock,Authorized,22,Mulatiyana,Friday,Afternoon,21.0
636,Suzuki Alto,2020,56679,Suspension,Wheel Bearing Noise,Moderate,Front Wheel Bearing,Order Required,Authorized,3,Padukka,Monday,Afternoon,10.0
637,Suzuki Alto,2014,148760,Suspension,Tie Rod End,Moderate,Tie Rod Ends+Alignment,In Stock,Authorized,5,Meddawatta,Tuesday,Afternoon,13.5
638,Suzuki Alto,2019,87850,AC,AC Gas Refill,Minor,Refrigerant Gas,In Stock,Authorized,8,Kolonnawa,Thursday,Morning,1.3
639,Suzuki Alto,2017,104882,Electrical,Bulb Blown,Minor,Bulbs+Fuses,In Stock,Authorized,11,Kaduwela,Monday,Evening,1.5
640,Suzuki Alto,2015,131374,Suspension,Wheel Bearing Noise,Moderate,Front Wheel Bearing,In Stock,Local,10,Dehiwala,Saturday,Afternoon,6.0
641,Suzuki Alto,2015,112781,AC,AC Filter,Minor,Cabin Filter,Order Required,Authorized,14,Weligama,Tuesday,Morning,1.0
642,Suzuki Alto,2016,119259,Engine,Oil Leak (Gasket),Minor,Gasket Set,In Stock,Authorized,2,Kolonnawa,Monday,Evening,7.0
643,Suzuki Alto,2018,92108,Electrical,Fuel Pump Failure,Moderate,Fuel Pump,In Stock,Authorized,8,Dikwella,Tuesday,Morning,20.0
644,Suzuki Alto,2016,125991,Body,Rust Treatment,Minor,Paint+Protection,In Stock,Local,15,Kollupitiya,Tuesday,Morning,2.0
645,Suzuki Alto,2015,131226,Engine,Oil Leak (Gasket),Minor,Gasket Set,In Stock,Authorized,14,Akuressa,Wednesday,Afternoon,2.5
646,Suzuki Alto,2016,115803,Electrical,Headlight Not Working,Minor,Headlight Bulb,In Stock,Local,8,Dikwella,Tuesday,Evening,1.0
647,Suzuki Alto,2015,131051,Transmission,Gearbox Oil Leak,Moderate,Oil Seal,Order Required,Authorized,2,Nawimana,Wednesday,Morning,7.5
648,Suzuki Alto,2012,165547,Electrical,Battery Drain,Minor,Battery,In Stock,Local,20,Bambalapitiya,Monday,Afternoon,1.9
649,Suzuki Alto,2018,98423,Transmission,Transmission Mount,Minor,Transmission Mount,Order Required,Local,5,Padukka,Thursday,Afternoon,6.0
650,Suzuki Alto,2014,126718,Electrical,Bulb Blown,Minor,Bulbs+Fuses,In Stock,Authorized,5,Thalalla,Monday,Evening,0.3
651,Suzuki Alto,2020,67422,Suspension,Stabilizer Link Noise,Minor,Stabilizer Links,In Stock,Local,3,Weligama,Saturday,Morning,0.4
652,Suzuki Alto,2012,163343,Engine,Throttle Body Cleaning,Minor,Cleaning Service,In Stock,Authorized,7,Padukka,Tuesday,Evening,2.0
653,Suzuki Alto,2019,88218,AC,AC Pressure Switch,Minor,Pressure Switch,In Stock,Authorized,5,Thalalla,Thursday,Morning,2.0
654,Suzuki Alto,2015,117396,Engine,Overheating (Radiator+Water Pump),Major,Radiator+Water Pump,Order Required,Local,5,Maradana,Tuesday,Evening,16.0
655,Suzuki Alto,2017,93593,AC,Blower Motor Issues,Minor,Blower Motor,In Stock,Local,2,Dikwella,Monday,Afternoon,3.0
656,Suzuki Alto,2016,126934,Transmission,Reverse Gear Failure,Major,Transmission Rebuild,In Stock,Local,3,Akuressa,Wednesday,Afternoon,18.0
657,Suzuki Alto,2018,91141,AC,AC Gas Refill,Minor,Refrigerant Gas,Order Required,Local,5,Kirulapone,Friday,Afternoon,3.5
658,Suzuki Alto,2016,115071,Engine,Overheating (Radiator+Water Pump),Major,Radiator+Water Pump,In Stock,Authorized,11,Kirinda Puhulwella,Friday,Afternoon,9.0
659,Suzuki Alto,2020,60825,Brake,Brake Noise,Minor,Brake Pad Shims,In Stock,Local,1,Nupe,Friday,Evening,2.5
660,Suzuki Alto,2011,173796,Brake,Brake Fluid Leak,Moderate,Brake Lines,In Stock,Authorized,9,Mulatiyana,Saturday,Afternoon,5.5
661,Suzuki Alto,2015,112586,Electrical,Fuel Pump Failure,Moderate,Fuel Pump,Order Required,Authorized,1,Devinuwara,Wednesday,Morning,12.5
662,Suzuki Alto,2020,69269,Engine,Crankshaft Sensor Issue,Moderate,Crankshaft Sensor,Order Required,Authorized,6,Pallimulla,Friday,Morning,12.0
663,Suzuki Alto,2011,184101,Engine,Misfiring,Moderate,Spark Plugs+Ignition Coil,Order Required,Authorized,10,Weligama,Tuesday,Morning,9.5
664,Suzuki Alto,2018,90242,AC,AC Resistor,Minor,Blower Resistor,Order Required,Authorized,4,Padukka,Wednesday,Evening,3.5
665,Suzuki Alto,2017,89729,Electrical,Battery Drain,Minor,Battery,In Stock,Authorized,12,Meddawatta,Tuesday,Evening,3.0
666,Suzuki Alto,2013,139599,Suspension,Wheel Bearing Noise,Moderate,Front Wheel Bearing,In Stock,Local,3,Dehiwala,Saturday,Afternoon,6.5
667,Suzuki Alto,2021,43158,AC,AC Filter,Minor,Cabin Filter,In Stock,Local,4,Matara,Tuesday,Evening,0.9
668,Suzuki Alto,2017,115301,Body,Side Mirror Broken,Minor,Side Mirror,In Stock,Authorized,25,Kolonnawa,Friday,Evening,1.7
669,Suzuki Alto,2013,136574,AC,Refrigerant Leak,Moderate,Condenser,In Stock,Authorized,8,Seethawaka,Tuesday,Morning,4.0
670,Suzuki Alto,2018,101828,Suspension,Wheel Bearing Noise,Moderate,Front Wheel Bearing,In Stock,Local,9,Thihagoda,Thursday,Afternoon,5.0
671,Suzuki Alto,2020,57611,Body,Tail Light Not Working,Minor,Tail Light Assembly,In Stock,Authorized,11,Thalalla,Tuesday,Afternoon,1.0
672,Suzuki Alto,2016,102325,Suspension,Ball Joint Wear,Moderate,Ball Joints Both,In Stock,Local,9,Gandara,Wednesday,Evening,4.5
673,Suzuki Alto,2011,160906,AC,AC Resistor,Minor,Blower Resistor,In Stock,Authorized,15,Gandara,Wednesday,Afternoon,1.4
674,Suzuki Alto,2011,174831,Engine,Engine Mount Worn,Moderate,Engine Mount Set,Order Required,Authorized,15,Ratmalana,Saturday,Afternoon,7.5
675,Suzuki Alto,2013,156593,Brake,Brake Noise,Minor,Brake Pad Shims,In Stock,Local,8,Pallimulla,Saturday,Afternoon,3.0
676,Suzuki Alto,2015,139899,AC,AC Belt,Minor,AC Belt,In Stock,Local,25,Weligama,Saturday,Morning,1.7
677,Suzuki Alto,2018,93628,Brake,Brake Pad Wear,Minor,Brake Pads Front,In Stock,Authorized,23,Kamburupitiya,Friday,Evening,2.0
678,Suzuki Alto,2015,114398,Brake,Brake Fluid Leak,Moderate,Brake Lines,In Stock,Local,9,Kamburupitiya,Tuesday,Afternoon,3.5
679,Suzuki Alto,2018,85450,Transmission,Transmission Mount,Minor,Transmission Mount,In Stock,Authorized,5,Borella,Wednesday,Evening,3.5
680,Suzuki Alto,2018,79457,Engine,High Fuel Consumption,Moderate,Fuel Injectors+Filter,In Stock,Local,2,Weligama,Thursday,Morning,7.5
681,Suzuki Alto,2011,184502,Transmission,Gear Selector Cable,Minor,Selector Cable,In Stock,Authorized,5,Nawimana,Wednesday,Afternoon,1.9
682,Suzuki Alto,2016,118795,Transmission,Transmission Jerking,Moderate,Transmission Fluid,In Stock,Local,23,Modara,Friday,Afternoon,2.0
683,Suzuki Alto,2011,167887,Electrical,Central Locking Fault,Minor,Central Lock Actuator,In Stock,Local,6,Kamburupitiya,Saturday,Afternoon,3.0
684,Suzuki Alto,2016,115357,AC,AC Filter,Minor,Cabin Filter,In Stock,Authorized,12,Athuraliya,Saturday,Evening,0.9
685,Suzuki Alto,2021,55811,Electrical,Fuel Pump Failure,Moderate,Fuel Pump,Order Required,Authorized,17,Padukka,Monday,Evening,8.5
686,Suzuki Alto,2014,150720,Transmission,Gear Selector Cable,Minor,Selector Cable,Order Required,Local,15,Kotapola,Thursday,Morning,1.75
687,Suzuki Alto,2018,80820,Suspension,Ball Joint Wear,Moderate,Ball Joints Both,Order Required,Authorized,14,Malimbada,Saturday,Afternoon,7.0
688,Suzuki Alto,2015,118811,Engine,Overheating (Thermostat+Coolant),Major,Thermostat+Coolant,In Stock,Authorized,5,Maradana,Monday,Morning,5.5
689,Suzuki Alto,2011,179254,Brake,Weak Braking,Moderate,Brake Pads+Rotors,Order Required,Local,15,Padukka,Wednesday,Evening,12.5
690,Suzuki Alto,2015,124039,Electrical,Sensor Malfunction,Minor,O2 Sensor,In Stock,Local,10,Walgama,Wednesday,Morning,2.0
691,Suzuki Alto,2016,117551,AC,Compressor Failure,Major,Compressor+Belt,In Stock,Authorized,12,Dikwella,Friday,Morning,7.0
692,Suzuki Alto,2021,43124,Engine,Overheating (Radiator+Water Pump),Major,Radiator+Water Pump,In Stock,Local,11,Mulatiyana,Monday,Evening,8.0
693,Suzuki Alto,2016,100610,Electrical,Sensor Malfunction,Minor,O2 Sensor,Order Required,Authorized,6,Kesbewa,Friday,Evening,6.0
694,Suzuki Alto,2015,125495,Suspension,Rear Springs,Moderate,Rear Springs,In Stock,Local,17,Kirulapone,Tuesday,Evening,3.5
695,Suzuki Alto,2018,79646,AC,AC Filter,Minor,Cabin Filter,In Stock,Authorized,5,Meddawatta,Monday,Morning,1.3
696,Suzuki Alto,2015,129220,Electrical,Headlight Not Working,Minor,Headlight Bulb,In Stock,Local,5,Weligama,Tuesday,Evening,0.0
697,Suzuki Alto,2021,63197,Electrical,Horn Not Working,Minor,Horn Relay,In Stock,Local,2,Bambalapitiya,Saturday,Morning,1.5
698,Suzuki Alto,2017,109397,Suspension,Tie Rod End,Moderate,Tie Rod Ends+Alignment,In Stock,Local,1,Dikwella,Saturday,Morning,5.5
699,Suzuki Alto,2015,123186,Electrical,Fuel Pump Failure,Moderate,Fuel Pump,Order Required,Local,14,Thihagoda,Saturday,Evening,9.0
700,Suzuki Alto,2014,143600,Transmission,Gear Selector Cable,Minor,Selector Cable,In Stock,Authorized,13,Pallimulla,Thursday,Afternoon,1.8
701,Suzuki Alto,2017,100497,Engine,Coolant Leak,Moderate,Radiator Hose,Order Required,Authorized,8,Pallimulla,Friday,Afternoon,4.5
702,Suzuki Alto,2016,124461,Engine,Misfiring,Moderate,Spark Plugs+Ignition Coil,In Stock,Local,6,Matara,Thursday,Evening,6.0
703,Suzuki Alto,2018,85936,Engine,Crankshaft Sensor Issue,Moderate,Crankshaft Sensor,In Stock,Local,14,Seethawaka,Saturday,Afternoon,2.0
704,Suzuki Alto,2012,160650,AC,AC Resistor,Minor,Blower Resistor,In Stock,Authorized,9,Dikwella,Thursday,Evening,1.0
705,Suzuki Alto,2020,61691,Electrical,Battery Drain,Minor,Battery,In Stock,Local,25,Kesbewa,Thursday,Evening,1.4
706,Suzuki Alto,2011,170054,Brake,Brake Noise,Minor,Brake Pad Shims,In Stock,Local,4,Akuressa,Friday,Morning,1.4
707,Suzuki Alto,2019,77606,Engine,Coolant Leak,Moderate,Radiator Hose,In Stock,Local,18,Kirulapone,Saturday,Evening,3.0
708,Suzuki Alto,2019,78819,Suspension,Control Arm Bushings,Moderate,Lower Arm Bushings,Order Required,Authorized,3,Nupe,Thursday,Afternoon,9.0
709,Suzuki Alto,2019,65261,Suspension,Strut Mount,Moderate,Strut Mounting,In Stock,Authorized,22,Dehiwala,Saturday,Morning,2.0
710,Suzuki Alto,2017,100160,Electrical,Horn Not Working,Minor,Horn Relay,In Stock,Local,4,Matara,Saturday,Afternoon,0.9
711,Suzuki Alto,2015,124969,Brake,Master Cylinder Failure,Major,Master Cylinder,In Stock,Authorized,23,Pallimulla,Tuesday,Afternoon,5.0
712,Suzuki Alto,2021,56917,Brake,Brake Fluid Leak,Moderate,Brake Lines,In Stock,Authorized,7,Athuraliya,Thursday,Afternoon,3.0
713,Suzuki Alto,2015,115561,Engine,Engine Mount Worn,Moderate,Engine Mount Set,In Stock,Authorized,21,Pallimulla,Friday,Evening,4.0
714,Suzuki Alto,2017,94971,Transmission,Gear Selector Cable,Minor,Selector Cable,In Stock,Local,10,Ratmalana,Wednesday,Evening,2.5
715,Suzuki Alto,2017,108938,Transmission,Gearbox Oil Leak,Moderate,Oil Seal,In Stock,Local,19,Grandpass,Monday,Morning,2.5
716,Suzuki Alto,2020,60403,Brake,Brake Disc Warped,Moderate,Front Brake Discs,In Stock,Authorized,2,Maradana,Tuesday,Morning,4.0
717,Suzuki Alto,2019,74090,Suspension,Ball Joint Wear,Moderate,Ball Joints Both,In Stock,Local,7,Kaduwela,Tuesday,Evening,4.0
718,Suzuki Alto,2016,116612,AC,Blower Motor Issues,Minor,Blower Motor,In Stock,Local,8,Paburana,Thursday,Evening,1.6
719,Suzuki Alto,2011,172331,Engine,Misfiring,Moderate,Spark Plugs+Ignition Coil,In Stock,Local,9,Padukka,Monday,Morning,4.0
720,Suzuki Alto,2019,71431,Brake,Brake Pad Wear,Minor,Brake Pads Front,In Stock,Local,6,Ratmalana,Saturday,Evening,3.5
721,Suzuki Alto,2021,56202,Transmission,Transmission Mount,Minor,Transmission Mount,Order Required,Local,22,Hakmana,Tuesday,Afternoon,3.0
722,Suzuki Alto,2020,76666,Suspension,Shock Absorber Noise,Moderate,Front Shocks,In Stock,Local,5,Paburana,Tuesday,Evening,4.5
723,Suzuki Alto,2019,86846,Transmission,Gear Selector Cable,Minor,Selector Cable,In Stock,Authorized,4,Devinuwara,Saturday,Afternoon,3.0
724,Suzuki Alto,2011,181754,Electrical,Alternator+Battery Problem,Moderate,Alternator+Battery,In Stock,Authorized,15,Padukka,Friday,Evening,4.5
725,Suzuki Alto,2016,106318,AC,Refrigerant Leak,Moderate,Condenser,In Stock,Local,11,Nawimana,Thursday,Evening,8.5
726,Suzuki Alto,2015,131129,Engine,Spark Plug Change,Minor,Spark Plugs,In Stock,Authorized,21,Dondra,Wednesday,Afternoon,1.7
727,Suzuki Alto,2021,60406,Engine,Oil Leak (Valve Cover),Moderate,Valve Cover Gasket,In Stock,Local,20,Dikwella,Saturday,Evening,3.0
728,Suzuki Alto,2015,134942,Engine,Misfiring,Moderate,Spark Plugs+Ignition Coil,Order Required,Local,9,Havelock Town,Saturday,Afternoon,7.5
729,Suzuki Alto,2016,126867,Engine,Misfiring,Moderate,Spark Plugs+Ignition Coil,In Stock,Authorized,10,Nupe,Thursday,Evening,7.0
730,Suzuki Alto,2021,62023,Engine,Spark Plug Change,Minor,Spark Plugs,In Stock,Local,6,Borella,Friday,Afternoon,1.2
731,Suzuki Alto,2017,104161,Engine,Timing Belt Failure,Major,Timing Belt Kit,In Stock,Local,10,Gandara,Wednesday,Morning,6.5
732,Suzuki Alto,2019,70510,Suspension,Control Arm Bushings,Moderate,Lower Arm Bushings,In Stock,Authorized,24,Athuraliya,Tuesday,Afternoon,3.0
733,Suzuki Alto,2021,40802,Suspension,Sway Bar Links,Minor,Sway Bar Link Set,In Stock,Local,1,Devinuwara,Monday,Evening,2.5
734,Suzuki Alto,2018,83063,Engine,Head Gasket Leak,Major,Head Gasket Kit,In Stock,Authorized,2,Kesbewa,Tuesday,Morning,15.0
735,Suzuki Alto,2014,126795,Electrical,Complete Alternator Failure,Major,Alternator Complete,In Stock,Local,4,Pallimulla,Wednesday,Afternoon,9.0
