Record_ID,Car_Model,Model_Year,Mileage_KM,Fault_Category,Fault_Type,Severity,Parts_Required,Parts_Availability,Garage_Type,Mechanic_Expertise,Location,Day_of_Week,Time_of_Day,Actual_Repair_Hours
558,Suzuki Alto,2011,136737,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Local,7,Hiththetiya,Thursday,Afternoon,0.5
559,Suzuki Alto,2015,215503,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Local,25,Athuraliya,Sunday,Evening,2.7
560,Suzuki Alto,2011,587221,Brake,Brake Shoe Wear,Moderate,Brake Shoes,In Stock,Authorized,9,Dehiwala,Friday,Evening,2.1
561,Suzuki Alto,2012,388007,Engine,Blown Head Gasket,Major,Head Gasket Set,In Stock,Local,10,Borella,Sunday,Morning,52.7
562,Suzuki Alto,2014,35344,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Local,15,Kotapola,Thursday,Evening,45.4
563,Suzuki Alto,2020,63098,Engine,Fuel Injector Clog,Major,Injector Cleaning,Order Required,Authorized,13,Dondra,Monday,Morning,5
564,Suzuki Alto,2015,290943,Engine,Fuel Injector Clog,Moderate,Injector Cleaning,Order Required,Local,3,Devinuwara,Tuesday,Afternoon,3.6
565,Suzuki Alto,2016,353733,Suspension,Wheel Bearing Noise,Major,Wheel Bearing,In Stock,Authorized,10,Hiththetiya,Friday,Afternoon,9
566,Suzuki Alto,2015,283957,AC,Condenser Leak,Minor,Condenser,In Stock,Local,17,Akuressa,Thursday,Evening,1.2
567,Suzuki Alto,2011,224399,AC,Condenser Leak,Major,Condenser,In Stock,Local,18,Bambalapitiya,Sunday,Evening,5.1
568,Suzuki Alto,2016,112467,Engine,Timing Belt Noise,Major,Timing Belt Kit,In Stock,Local,4,Kamburupitiya,Tuesday,Morning,10.8
569,Suzuki Alto,2013,168239,Electrical,Alternator Failure,Major,Alternator,In Stock,Local,11,Walgama,Friday,Evening,6.8
570,Suzuki Alto,2022,21186,Engine,Misfiring,Minor,Spark Plugs/Coils,In Stock,Authorized,9,Paburana,Thursday,Evening,0.8
571,Suzuki Alto,2016,143772,Suspension,CV Joint Noise,Major,CV Joint/Boot,In Stock,Local,10,Hakmana,Friday,Morning,9.2
572,Suzuki Alto,2013,168250,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Local,21,Pitabeddara,Friday,Evening,0.5
573,Suzuki Alto,2019,87187,Engine,Throttle Body Issue,Major,Throttle Body Cleaner,In Stock,Local,14,Athuraliya,Saturday,Evening,3.3
574,Suzuki Alto,2015,159633,Engine,Blown Head Gasket,Major,Head Gasket Set,In Stock,Local,10,Kaduwela,Sunday,Afternoon,39.4
575,Suzuki Alto,2017,217845,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Local,5,Devinuwara,Saturday,Evening,2.4
576,Suzuki Alto,2019,33087,Transmission,CVT Jerking (AGS),Moderate,AGS Actuator/Oil,Order Required,Local,20,Pasgoda,Saturday,Morning,3.8
577,Suzuki Alto,2020,144062,Transmission,CVT Jerking (AGS),Major,AGS Actuator/Oil,In Stock,Local,15,Meddawatta,Saturday,Afternoon,11.7
578,Suzuki Alto,2018,65454,Engine,Throttle Body Issue,Minor,Throttle Body Cleaner,In Stock,Authorized,18,Malimbada,Wednesday,Evening,0.5
579,Suzuki Alto,2022,64531,Engine,Water Pump Failure,Major,Water Pump,In Stock,Authorized,10,Pitabeddara,Thursday,Morning,12.8
580,Suzuki Alto,2011,125935,Suspension,Rim Bend,Moderate,Rim Repair,In Stock,Authorized,18,Mulatiyana,Thursday,Afternoon,1.2
581,Suzuki Alto,2019,63615,AC,Bad Smell,Minor,Evaporator Cleaning,Order Required,Local,17,Kotapola,Sunday,Evening,0.6
582,Suzuki Alto,2013,158146,Electrical,Battery Drain,Moderate,Battery,In Stock,Local,23,Seethawaka,Tuesday,Afternoon,0.5
583,Suzuki Alto,2016,82492,Suspension,CV Joint Noise,Moderate,CV Joint/Boot,In Stock,Local,16,Pitabeddara,Wednesday,Afternoon,3.1
584,Suzuki Alto,2021,48009,Suspension,Steering Rack Rattle,Moderate,Steering Rack Bush,In Stock,Authorized,15,Kolonnawa,Thursday,Morning,4.6
585,Suzuki Alto,2013,73987,Electrical,Power Window Stuck,Moderate,Window Motor/Regulator,In Stock,Authorized,11,Devinuwara,Wednesday,Morning,1.8
586,Suzuki Alto,2019,20560,Engine,Thermostat Stuck,Moderate,Thermostat Valve,In Stock,Authorized,18,Mulatiyana,Tuesday,Afternoon,3.2
587,Suzuki Alto,2015,120580,AC,No Cooling,Minor,Refrigerant Gas,In Stock,Local,3,Kamburupitiya,Thursday,Afternoon,1.5
588,Suzuki Alto,2015,52215,AC,No Cooling,Minor,Refrigerant Gas,In Stock,Local,25,Padukka,Saturday,Afternoon,0.8
589,Suzuki Alto,2021,9912,AC,Condenser Leak,Moderate,Condenser,In Stock,Local,10,Kaduwela,Friday,Morning,2.6
590,Suzuki Alto,2017,36797,Brake,Disc Rotor Warped,Moderate,Disc Skimming,In Stock,Local,12,Kotapola,Sunday,Afternoon,1.9
591,Suzuki Alto,2013,144837,Engine,Throttle Body Issue,Moderate,Throttle Body Cleaner,In Stock,Local,16,Seethawaka,Wednesday,Morning,1.1
592,Suzuki Alto,2021,10629,Engine,Fuel Injector Clog,Minor,Injector Cleaning,In Stock,Authorized,5,Thihagoda,Monday,Morning,1.5
593,Suzuki Alto,2020,97706,Suspension,Rim Bend,Minor,Rim Repair,In Stock,Local,10,Gandara,Wednesday,Evening,0.7
594,Suzuki Alto,2015,122300,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,In Stock,Local,12,Mulatiyana,Saturday,Evening,2.1
595,Suzuki Alto,2012,145878,Electrical,Alternator Failure,Major,Alternator,Order Required,Local,25,Kesbewa,Wednesday,Afternoon,5.4
596,Suzuki Alto,2018,178396,Brake,Brake Shoe Wear,Minor,Brake Shoes,In Stock,Authorized,18,Havelock Town,Friday,Evening,0.9
597,Suzuki Alto,2022,26252,Brake,Brake Fluid Leak,Minor,Brake Cylinder/Line,In Stock,Local,1,Seethawaka,Thursday,Morning,1.4
598,Suzuki Alto,2017,90871,Electrical,Alternator Failure,Major,Alternator,In Stock,Authorized,8,Weligama,Tuesday,Morning,7.1
599,Suzuki Alto,2018,261678,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,In Stock,Authorized,12,Welipitiya,Thursday,Afternoon,2.5
600,Suzuki Alto,2020,42268,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Local,21,Kesbewa,Saturday,Evening,0.7
601,Suzuki Alto,2017,48240,Engine,Thermostat Stuck,Minor,Thermostat Valve,In Stock,Authorized,9,Pitabeddara,Monday,Morning,2.2
602,Suzuki Alto,2021,43270,Engine,Misfiring,Moderate,Spark Plugs/Coils,In Stock,Authorized,5,Athuraliya,Wednesday,Morning,2.6
603,Suzuki Alto,2014,51534,Electrical,Rat Bite Damage,Major,Wiring Harness Repair,In Stock,Local,5,Maradana,Friday,Morning,12.5
604,Suzuki Alto,2018,207405,AC,Bad Smell,Minor,Evaporator Cleaning,In Stock,Local,13,Pitabeddara,Friday,Afternoon,0.5
605,Suzuki Alto,2015,136201,Electrical,Horn Not Working,Minor,Horn Unit,In Stock,Authorized,15,Kirulapone,Wednesday,Afternoon,0.5
606,Suzuki Alto,2013,166993,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,Order Required,Local,18,Meddawatta,Saturday,Afternoon,2.5
607,Suzuki Alto,2013,399537,Transmission,Clutch Slipping,Major,Clutch Plate Set,Order Required,Local,14,Thihagoda,Monday,Morning,15.1
608,Suzuki Alto,2015,73088,Brake,ABS Sensor Fault,Minor,ABS Sensor,In Stock,Local,13,Thalalla,Saturday,Afternoon,0.7
609,Suzuki Alto,2011,172755,AC,Blower Fan Issue,Minor,Blower Motor,In Stock,Local,22,Malimbada,Thursday,Morning,0.5
610,Suzuki Alto,2019,173284,Electrical,Check Engine Light,Minor,Sensor (O2/MAP),In Stock,Authorized,12,Dondra,Friday,Evening,0.7
611,Suzuki Alto,2019,238489,Transmission,Gear Shifting Hard,Moderate,Gear Cable/Oil,In Stock,Authorized,16,Kirinda Puhulwella,Friday,Evening,3.2
612,Suzuki Alto,2012,218475,Body,Bumper Crack,Minor,Bumper Repair,In Stock,Local,5,Devinuwara,Friday,Afternoon,1.5
613,Suzuki Alto,2012,83422,Suspension,CV Joint Noise,Moderate,CV Joint/Boot,In Stock,Authorized,7,Nawimana,Monday,Evening,2.8
614,Suzuki Alto,2014,188133,AC,Compressor Noise,Moderate,Compressor,Order Required,Authorized,20,Malimbada,Thursday,Afternoon,3.2
615,Suzuki Alto,2017,134581,Transmission,CVT Jerking (AGS),Minor,AGS Actuator/Oil,In Stock,Local,8,Nawimana,Sunday,Evening,2.2
616,Suzuki Alto,2011,48553,Suspension,Rim Bend,Minor,Rim Repair,Order Required,Local,8,Nupe,Monday,Afternoon,0.7
617,Suzuki Alto,2017,140283,Transmission,CVT Jerking (AGS),Moderate,AGS Actuator/Oil,In Stock,Local,16,Seethawaka,Monday,Evening,3.7
618,Suzuki Alto,2012,349398,AC,Bad Smell,Minor,Evaporator Cleaning,In Stock,Local,5,Athuraliya,Saturday,Morning,0.8
619,Suzuki Alto,2012,148506,Suspension,Bushings Worn,Major,Suspension Bush Kit,Order Required,Local,22,Hakmana,Saturday,Evening,7.4
620,Suzuki Alto,2019,86954,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Local,1,Meddawatta,Wednesday,Morning,70.5
621,Suzuki Alto,2016,99252,Engine,Misfiring,Minor,Spark Plugs/Coils,In Stock,Authorized,18,Dikwella,Friday,Evening,0.9
622,Suzuki Alto,2013,73955,Transmission,Transmission Oil Leak,Major,Oil Seal,Order Required,Local,25,Dehiwala,Wednesday,Morning,4.3
623,Suzuki Alto,2022,22060,AC,Compressor Noise,Major,Compressor,In Stock,Authorized,14,Kaduwela,Monday,Afternoon,0
624,Suzuki Alto,2015,97340,Electrical,Horn Not Working,Minor,Horn Unit,Order Required,Local,1,Kamburupitiya,Thursday,Evening,0.5
625,Suzuki Alto,2021,117577,Electrical,Horn Not Working,Minor,Horn Unit,In Stock,Authorized,10,Pitabeddara,Saturday,Morning,0.5
626,Suzuki Alto,2013,205199,Engine,Misfiring,Moderate,Spark Plugs/Coils,Order Required,Local,1,Athuraliya,Tuesday,Afternoon,2.2
627,Suzuki Alto,2019,61151,Engine,Timing Belt Noise,Moderate,Timing Belt Kit,In Stock,Authorized,5,Akuressa,Monday,Afternoon,5.4
628,Suzuki Alto,2013,100148,Body,Door Rattle,Minor,Door Panel Clips,Order Required,Local,13,Nupe,Friday,Afternoon,0
629,Suzuki Alto,2018,169603,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,In Stock,Authorized,12,Thalalla,Wednesday,Evening,2.6
630,Suzuki Alto,2011,191771,AC,No Cooling,Moderate,Refrigerant Gas,In Stock,Local,18,Kaduwela,Thursday,Evening,2.1
631,Suzuki Alto,2017,62533,Electrical,Starter Motor Fault,Moderate,Starter Motor,In Stock,Local,6,Seethawaka,Monday,Morning,3.2
632,Suzuki Alto,2018,227051,Engine,Timing Belt Noise,Moderate,Timing Belt Kit,In Stock,Authorized,13,Pasgoda,Wednesday,Morning,3.9
633,Suzuki Alto,2015,111785,Engine,Water Pump Failure,Minor,Water Pump,In Stock,Local,19,Malimbada,Thursday,Morning,1.6
634,Suzuki Alto,2016,142513,Electrical,Horn Not Working,Minor,Horn Unit,In Stock,Authorized,16,Padukka,Wednesday,Morning,0.5
635,Suzuki Alto,2021,96022,Engine,Blown Head Gasket,Major,Head Gasket Set,In Stock,Authorized,10,Malimbada,Tuesday,Evening,46
636,Suzuki Alto,2015,116165,Suspension,CV Joint Noise,Moderate,CV Joint/Boot,In Stock,Local,7,Seethawaka,Sunday,Morning,3.6
637,Suzuki Alto,2018,275961,Engine,Water Pump Failure,Major,Water Pump,In Stock,Authorized,6,Kirinda Puhulwella,Saturday,Afternoon,12.7
638,Suzuki Alto,2015,266200,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Local,9,Nupe,Friday,Evening,0.5
639,Suzuki Alto,2018,66528,Suspension,Bushings Worn,Minor,Suspension Bush Kit,In Stock,Authorized,19,Matara,Tuesday,Afternoon,1.2
640,Suzuki Alto,2019,55895,Electrical,Horn Not Working,Minor,Horn Unit,In Stock,Authorized,16,Akuressa,Saturday,Morning,0.5
641,Suzuki Alto,2017,104236,Suspension,CV Joint Noise,Moderate,CV Joint/Boot,In Stock,Local,1,Seethawaka,Friday,Afternoon,4.2
642,Suzuki Alto,2012,320437,Engine,Thermostat Stuck,Moderate,Thermostat Valve,In Stock,Local,15,Ratmalana,Friday,Evening,3.8
643,Suzuki Alto,2018,97756,Engine,Radiator Fan Failure,Minor,Fan Motor,In Stock,Authorized,8,Padukka,Wednesday,Evening,2
644,Suzuki Alto,2018,71226,Body,Paint Scratch,Minor,Touch-up Paint,In Stock,Authorized,11,Weligama,Friday,Afternoon,1.1
645,Suzuki Alto,2013,129810,Electrical,Rat Bite Damage,Moderate,Wiring Harness Repair,Order Required,Authorized,18,Walgama,Saturday,Afternoon,2.9
646,Suzuki Alto,2017,135287,Engine,Radiator Fan Failure,Moderate,Fan Motor,In Stock,Authorized,18,Dikwella,Saturday,Evening,2.6
647,Suzuki Alto,2020,64195,AC,Compressor Noise,Moderate,Compressor,In Stock,Authorized,14,Hakmana,Friday,Morning,4.1
648,Suzuki Alto,2015,126475,Engine,Engine Knocking,Moderate,Engine Overhaul Kit,In Stock,Authorized,9,Kesbewa,Monday,Evening,16.7
649,Suzuki Alto,2013,388253,Transmission,Clutch Slipping,Major,Clutch Plate Set,Order Required,Local,11,Hakmana,Friday,Morning,16.8
650,Suzuki Alto,2013,361153,Suspension,CV Joint Noise,Major,CV Joint/Boot,In Stock,Local,14,Hiththetiya,Thursday,Evening,6.6
651,Suzuki Alto,2012,80003,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Local,24,Athuraliya,Wednesday,Evening,2
652,Suzuki Alto,2014,127112,Suspension,CV Joint Noise,Major,CV Joint/Boot,Order Required,Local,21,Malimbada,Wednesday,Evening,6.1
653,Suzuki Alto,2011,233118,AC,No Cooling,Minor,Refrigerant Gas,In Stock,Local,12,Welipitiya,Wednesday,Morning,1
654,Suzuki Alto,2011,408353,Suspension,Wheel Bearing Noise,Major,Wheel Bearing,Order Required,Local,11,Seethawaka,Friday,Afternoon,8
655,Suzuki Alto,2013,462077,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Local,24,Pasgoda,Wednesday,Evening,0.5
656,Suzuki Alto,2019,149224,AC,No Cooling,Major,Refrigerant Gas,In Stock,Authorized,5,Hakmana,Wednesday,Evening,6.5
657,Suzuki Alto,2019,54174,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Local,6,Mulatiyana,Thursday,Afternoon,0.8
658,Suzuki Alto,2020,41281,Electrical,Check Engine Light,Moderate,Sensor (O2/MAP),In Stock,Local,14,Kirinda Puhulwella,Wednesday,Afternoon,1.1
659,Suzuki Alto,2012,443328,Electrical,Rat Bite Damage,Moderate,Wiring Harness Repair,In Stock,Local,13,Pitabeddara,Wednesday,Evening,2.8
660,Suzuki Alto,2013,158929,Engine,Timing Belt Noise,Moderate,Timing Belt Kit,In Stock,Local,20,Mulatiyana,Sunday,Morning,3.6
661,Suzuki Alto,2018,255785,Engine,Blown Head Gasket,Major,Head Gasket Set,In Stock,Local,2,Malimbada,Tuesday,Evening,61.7
662,Suzuki Alto,2016,251152,Body,Door Rattle,Minor,Door Panel Clips,In Stock,Local,25,Walgama,Thursday,Afternoon,0.5
663,Suzuki Alto,2017,250179,Brake,ABS Sensor Fault,Minor,ABS Sensor,In Stock,Local,18,Hakmana,Tuesday,Morning,0.5
664,Suzuki Alto,2011,189923,Engine,Thermostat Stuck,Moderate,Thermostat Valve,In Stock,Local,15,Hiththetiya,Monday,Evening,2.7
665,Suzuki Alto,2012,100814,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Local,1,Nawimana,Saturday,Evening,3.5
666,Suzuki Alto,2020,100358,Brake,Brake Shoe Wear,Minor,Brake Shoes,In Stock,Local,11,Pitabeddara,Saturday,Morning,1.1
667,Suzuki Alto,2014,142910,AC,Blower Fan Issue,Moderate,Blower Motor,In Stock,Local,1,Paburana,Wednesday,Evening,1.8
668,Suzuki Alto,2019,53793,Suspension,Rim Bend,Moderate,Rim Repair,In Stock,Local,5,Walgama,Tuesday,Afternoon,1.6
669,Suzuki Alto,2014,87207,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Local,20,Seethawaka,Monday,Afternoon,0.5
670,Suzuki Alto,2013,98605,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Local,23,Pallimulla,Monday,Morning,0.5
671,Suzuki Alto,2013,196992,Body,Windshield Crack,Moderate,Windshield Glass,In Stock,Local,16,Mulatiyana,Tuesday,Evening,2.8
672,Suzuki Alto,2017,138012,Engine,Oil Leak (Gasket),Minor,Valve Cover Gasket,In Stock,Local,24,Welipitiya,Tuesday,Morning,0.9
673,Suzuki Alto,2021,11102,Suspension,CV Joint Noise,Minor,CV Joint/Boot,In Stock,Authorized,18,Mulatiyana,Saturday,Evening,1.1
674,Suzuki Alto,2014,101014,Engine,Water Pump Failure,Moderate,Water Pump,In Stock,Local,15,Akuressa,Friday,Evening,0
675,Suzuki Alto,2013,127892,Engine,Thermostat Stuck,Moderate,Thermostat Valve,In Stock,Local,11,Welipitiya,Thursday,Morning,3.3
676,Suzuki Alto,2016,295723,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Local,24,Hiththetiya,Thursday,Morning,0.8
677,Suzuki Alto,2014,53869,AC,Condenser Leak,Minor,Condenser,In Stock,Authorized,10,Devinuwara,Friday,Evening,1.3
678,Suzuki Alto,2021,45164,AC,Blower Fan Issue,Minor,Blower Motor,In Stock,Authorized,7,Kotapola,Sunday,Afternoon,0.6
679,Suzuki Alto,2022,84837,Engine,Timing Belt Noise,Minor,Timing Belt Kit,Order Required,Local,1,Hiththetiya,Tuesday,Morning,2.4
680,Suzuki Alto,2011,217469,Suspension,Rim Bend,Moderate,Rim Repair,Order Required,Local,25,Athuraliya,Thursday,Afternoon,0.6
681,Suzuki Alto,2012,148106,AC,Condenser Leak,Moderate,Condenser,In Stock,Local,20,Hiththetiya,Monday,Morning,2.8
682,Suzuki Alto,2022,63916,AC,Compressor Noise,Moderate,Compressor,In Stock,Authorized,12,Athuraliya,Wednesday,Morning,4.5
683,Suzuki Alto,2013,32783,Electrical,Power Window Stuck,Minor,Window Motor/Regulator,Order Required,Local,23,Matara,Saturday,Afternoon,0.7
684,Suzuki Alto,2018,78845,Engine,Fuel Injector Clog,Minor,Injector Cleaning,In Stock,Local,17,Hiththetiya,Wednesday,Morning,1.2
685,Suzuki Alto,2017,105905,Brake,Brake Shoe Wear,Minor,Brake Shoes,In Stock,Authorized,6,Mulatiyana,Saturday,Evening,1.1
686,Suzuki Alto,2011,82111,Electrical,Check Engine Light,Minor,Sensor (O2/MAP),In Stock,Authorized,15,Devinuwara,Thursday,Evening,0.6
687,Suzuki Alto,2022,7812,Brake,Brake Shoe Wear,Moderate,Brake Shoes,Order Required,Authorized,5,Nupe,Sunday,Afternoon,2.2
688,Suzuki Alto,2020,49417,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Local,7,Dikwella,Saturday,Evening,2.5
689,Suzuki Alto,2022,17558,Electrical,Horn Not Working,Minor,Horn Unit,Order Required,Authorized,11,Nupe,Saturday,Morning,0.5
690,Suzuki Alto,2022,24330,Brake,Disc Rotor Warped,Moderate,Disc Skimming,In Stock,Local,18,Kaduwela,Tuesday,Morning,1.5
691,Suzuki Alto,2022,35635,Engine,Throttle Body Issue,Minor,Throttle Body Cleaner,In Stock,Authorized,7,Devinuwara,Sunday,Afternoon,0.6
692,Suzuki Alto,2017,126690,Engine,Hard Starting,Minor,Starter Motor/Battery,Order Required,Authorized,12,Mulatiyana,Friday,Afternoon,0.6
693,Suzuki Alto,2020,70372,Brake,Disc Rotor Warped,Minor,Disc Skimming,In Stock,Local,16,Weligama,Monday,Morning,0.8
694,Suzuki Alto,2021,32203,Engine,Coolant Leak,Major,Radiator Hose/Pipe,In Stock,Authorized,17,Dikwella,Saturday,Evening,3.4
695,Suzuki Alto,2018,77368,Engine,Throttle Body Issue,Minor,Throttle Body Cleaner,In Stock,Local,21,Meddawatta,Thursday,Afternoon,0.5
696,Suzuki Alto,2017,250501,Suspension,Rim Bend,Moderate,Rim Repair,In Stock,Local,3,Kirinda Puhulwella,Wednesday,Evening,1.7
697,Suzuki Alto,2017,89581,Engine,Oil Leak (Gasket),Minor,Valve Cover Gasket,In Stock,Local,16,Kirinda Puhulwella,Friday,Evening,1.5
698,Suzuki Alto,2020,68805,Engine,Oil Leak (Gasket),Minor,Valve Cover Gasket,In Stock,Authorized,10,Malimbada,Friday,Afternoon,1.8
699,Suzuki Alto,2012,226834,Brake,Brake Shoe Wear,Moderate,Brake Shoes,In Stock,Authorized,20,Welipitiya,Saturday,Evening,1.4
700,Suzuki Alto,2011,177403,Engine,Thermostat Stuck,Minor,Thermostat Valve,In Stock,Local,14,Pasgoda,Sunday,Evening,1.5
701,Suzuki Alto,2020,68902,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Local,15,Welipitiya,Sunday,Morning,0.5
702,Suzuki Alto,2019,60164,Engine,Coolant Leak,Minor,Radiator Hose/Pipe,Order Required,Local,1,Kamburupitiya,Saturday,Evening,1.1
703,Suzuki Alto,2011,197893,Suspension,Steering Rack Rattle,Moderate,Steering Rack Bush,In Stock,Local,19,Malimbada,Saturday,Morning,4.3
704,Suzuki Alto,2022,23792,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Authorized,12,Paburana,Thursday,Morning,4
705,Suzuki Alto,2019,25630,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Local,18,Mulatiyana,Monday,Morning,2.3
706,Suzuki Alto,2020,53839,Brake,Brake Shoe Wear,Moderate,Brake Shoes,In Stock,Authorized,20,Hakmana,Saturday,Morning,1.7
707,Suzuki Alto,2012,282303,Brake,Brake Fluid Leak,Minor,Brake Cylinder/Line,In Stock,Authorized,13,Borella,Tuesday,Evening,1.2
708,Suzuki Alto,2022,28205,AC,Condenser Leak,Minor,Condenser,Order Required,Local,3,Hiththetiya,Saturday,Morning,2.2
709,Suzuki Alto,2016,337733,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,In Stock,Local,1,Devinuwara,Saturday,Evening,3.6
710,Suzuki Alto,2019,159707,Engine,Timing Belt Noise,Moderate,Timing Belt Kit,In Stock,Local,25,Dehiwala,Friday,Afternoon,2.6
711,Suzuki Alto,2012,316173,Engine,Blown Head Gasket,Major,Head Gasket Set,Order Required,Local,17,Dikwella,Saturday,Evening,34.8
712,Suzuki Alto,2018,95922,Brake,Brake Fluid Leak,Major,Brake Cylinder/Line,In Stock,Local,6,Borella,Wednesday,Evening,8
713,Suzuki Alto,2014,152806,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Local,24,Weligama,Tuesday,Morning,0.8
714,Suzuki Alto,2018,106735,Electrical,Horn Not Working,Minor,Horn Unit,In Stock,Authorized,5,Seethawaka,Wednesday,Morning,0.5
715,Suzuki Alto,2011,209037,AC,No Cooling,Minor,Refrigerant Gas,In Stock,Local,11,Hakmana,Tuesday,Evening,1.3
716,Suzuki Alto,2022,25233,Suspension,Wheel Bearing Noise,Moderate,Wheel Bearing,In Stock,Authorized,16,Devinuwara,Friday,Evening,2.7
717,Suzuki Alto,2011,177931,Engine,Radiator Fan Failure,Moderate,Fan Motor,In Stock,Authorized,6,Pasgoda,Friday,Morning,3.9
718,Suzuki Alto,2012,154559,Electrical,Alternator Failure,Moderate,Alternator,In Stock,Local,25,Malimbada,Saturday,Evening,1.6
719,Suzuki Alto,2020,41655,Brake,Disc Rotor Warped,Minor,Disc Skimming,In Stock,Authorized,8,Kollupitiya,Saturday,Afternoon,0.8
720,Suzuki Alto,2015,386907,Brake,Brake Fluid Leak,Major,Brake Cylinder/Line,Order Required,Local,18,Dondra,Friday,Morning,5.6
721,Suzuki Alto,2011,184333,Electrical,Horn Not Working,Minor,Horn Unit,In Stock,Local,7,Dondra,Monday,Morning,0.5
722,Suzuki Alto,2018,98683,Electrical,Power Window Stuck,Moderate,Window Motor/Regulator,In Stock,Local,24,Mulatiyana,Wednesday,Evening,1
723,Suzuki Alto,2017,110277,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Authorized,13,Pasgoda,Sunday,Morning,0.5
724,Suzuki Alto,2018,111059,Engine,Throttle Body Issue,Minor,Throttle Body Cleaner,In Stock,Authorized,13,Nawimana,Tuesday,Evening,0.7
725,Suzuki Alto,2011,49955,Brake,Brake Pad Wear,Minor,Brake Pads,Order Required,Local,4,Thalalla,Saturday,Morning,0.7
726,Suzuki Alto,2016,97299,Engine,Water Pump Failure,Major,Water Pump,In Stock,Local,19,Kirinda Puhulwella,Sunday,Evening,8.2
727,Suzuki Alto,2014,160575,AC,Blower Fan Issue,Moderate,Blower Motor,Order Required,Local,1,Kesbewa,Saturday,Evening,1.7
728,Suzuki Alto,2014,358919,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Local,14,Akuressa,Monday,Morning,2.9
729,Suzuki Alto,2021,41670,AC,Compressor Noise,Major,Compressor,In Stock,Local,13,Dikwella,Thursday,Evening,0
730,Suzuki Alto,2014,55291,Engine,Radiator Fan Failure,Major,Fan Motor,In Stock,Local,11,Kirinda Puhulwella,Thursday,Afternoon,9.2
731,Suzuki Alto,2014,28014,Engine,Misfiring,Moderate,Spark Plugs/Coils,In Stock,Authorized,11,Ratmalana,Saturday,Morning,1.7
732,Suzuki Alto,2020,125265,AC,Compressor Noise,Minor,Compressor,Order Required,Authorized,12,Kollupitiya,Wednesday,Evening,2.3
733,Suzuki Alto,2016,34703,Transmission,Transmission Oil Leak,Major,Oil Seal,In Stock,Local,7,Hakmana,Saturday,Evening,7.2
734,Suzuki Alto,2020,132102,Engine,Radiator Fan Failure,Moderate,Fan Motor,Order Required,Local,13,Pasgoda,Tuesday,Afternoon,3.5
735,Suzuki Alto,2015,187467,Electrical,Battery Drain,Minor,Battery,In Stock,Authorized,15,Welipitiya,Tuesday,Evening,0.5
736,Suzuki Alto,2014,45590,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,In Stock,Local,22,Pallimulla,Sunday,Morning,1.8
737,Suzuki Alto,2011,197255,Transmission,Gear Shifting Hard,Minor,Gear Cable/Oil,In Stock,Local,21,Kirinda Puhulwella,Wednesday,Afternoon,1.6
738,Suzuki Alto,2022,13384,Transmission,Clutch Slipping,Moderate,Clutch Plate Set,In Stock,Authorized,8,Mulatiyana,Thursday,Afternoon,7.6
739,Suzuki Alto,2016,124878,Engine,Coolant Leak,Moderate,Radiator Hose/Pipe,In Stock,Local,22,Dehiwala,Friday,Evening,1.4
740,Suzuki Alto,2021,29274,Engine,Water Pump Failure,Moderate,Water Pump,In Stock,Local,16,Devinuwara,Friday,Afternoon,3.5
741,Suzuki Alto,2012,228019,Engine,Timing Belt Noise,Moderate,Timing Belt Kit,In Stock,Local,15,Devinuwara,Wednesday,Afternoon,3.2
742,Suzuki Alto,2020,40939,Body,Paint Scratch,Minor,Touch-up Paint,In Stock,Authorized,9,Weligama,Tuesday,Evening,1.2
